Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"R39","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-132.000000,0.000000,bottom
"R40","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-136.500000,0.000000,bottom
"R41","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-129.750000,0.000000,bottom
"R42","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",89.962500,-127.500000,0.000000,bottom
"R43","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.000000,-124.750000,0.000000,bottom
"R44","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.000000,-119.750000,0.000000,bottom
"R45","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.000000,-122.250000,0.000000,bottom
"R46","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.000000,-117.000000,0.000000,bottom
"R80","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.000000,-111.750000,0.000000,bottom
"R81","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",90.000000,-114.750000,0.000000,bottom
"R82","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.000000,-109.000000,0.000000,bottom
"R83","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.000000,-104.250000,0.000000,bottom
"R84","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.000000,-106.500000,0.000000,bottom
"R85","1k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",91.000000,-101.750000,0.000000,bottom
"R110","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",101.750000,-153.537500,-90.000000,bottom
"R111","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",96.500000,-156.250000,-90.000000,bottom
"R112","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",101.750000,-148.750000,-90.000000,bottom
"R113","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",94.250000,-156.250000,-90.000000,bottom
"R114","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",101.750000,-143.250000,-90.000000,bottom
"R115","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",92.000000,-156.250000,-90.000000,bottom
"R116","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",101.750000,-138.000000,-90.000000,bottom
"R117","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",102.537500,-134.750000,0.000000,bottom
"R118","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",102.537500,-132.250000,0.000000,bottom
"R119","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",102.537500,-124.750000,0.000000,bottom
"R120","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",102.537500,-130.000000,0.000000,bottom
"R121","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",102.537500,-127.250000,0.000000,bottom
"R122","10k","C_0805_2012Metric_Pad1.18x1.45mm_HandSolder",102.537500,-117.500000,0.000000,bottom
